name,phone_numbers,officialPhone,email,websites,officialWebsite,yearEstablished,facebookLink,twitterLink,linkedinLink,instagramLink,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,facilityTypeId,operatorTypeId,affiliationTypeIds,description,numberDoctors,capacity,specialties,procedure,equipment,capability,recency_of_page_update,distinct_social_media_presence_count,affiliated_staff_presence,custom_logo_presence,number_of_facts_about_the_organization,post_metrics_most_recent_social_media_post_date,post_metrics_post_count,engagement_metrics_n_followers,engagement_metrics_n_likes,engagement_metrics_n_engagements,latitude,longitude
Dr.Jubeena's Family Dental Care,"[""+918086050621""]",+918086050621,drjubeky@gmail.com,"[""https://www.facebook.com/271461600016336""]",null,null,https://www.facebook.com/271461600016336,null,null,null,"Chavadimukku, Opp. Govt Hs Sreekariyam",null,null,Thiruvananthapuram,Kerala,695017,India,IN,dentist,private,null,Ethical treatment at affordable cost.,null,null,"[""generalDentistry""]",[],[],"[""General dentistry services"",""Offers ethical treatment at affordable cost"",""Dental care facility"",""Based in Thiruvananthapuram, Kerala, India""]",null,1,FALSE,null,null,2023-04-02,2,813,802,null,8.550868988,76.91125488
Dr.Jumana's Dental Care & Implant Centre,"[""+919325938005""]",+919325938005,jumanahusain18@gmail.com,"[""https://www.facebook.com/drjumanahusain/"",""https://magicpin.in/Nagpur/Sadar/Restaurant/Dr.JumanaS-Dental-Care-and-Implant-Centre/store/1029417/photos/""]",null,null,https://www.facebook.com/1725837471030702,null,null,null,"G-13, Anjuman Centre",Above Khan Pathology Laboratory,Sadar,Sadar,Nagpur,440018,India,IN,dentist,private,null,Dental Care,null,null,"[""dentistry"",""familyMedicine""]",[],[],[],2025-12-19,4,TRUE,TRUE,null,null,null,null,null,null,21.15459824,79.10670471
Dr.Jyotsna's Dental Care,"[""+919521344635""]",+919521344635,jyotsnathedentist@gmail.com,"[""https://www.facebook.com/108176148964667"",""https://dr-jyotsnas-dental-care.business.site/?m=true"",""https://www.facebook.com/100092704856113/posts/177745378658956/"",""https://www.justdial.com/Ajmer/DrJyotsnas-Dental-Care-Near-Choudhary-Market-Saraswati-Nagar-Kayar/9999PX145-X145-230523214048-V4I4_BZDET"",""https://www.justdial.com/Ajmer/Dentists-in-Googhra/nct-10156331"",""dr-jyotsnas-dental-care.business.site"",""https://www.justdial.com/Ajmer/DrJyotsnas-Dental-Care-Near-Choudhary-Market-Saraswati-Nagar-Kayar/9999PX145-X145-230523214048-V4I4_BZDET/photos"",""https://www.justdial.com/Ajmer/DrJyotsnas-Dental-Care-Near-Choudhary-Market-Saraswati-Nagar-Kayar/9999PX145-X145-230523214048-V4I4_BZDET/reviews""]",dr-jyotsnas-dental-care.business.site,null,https://www.facebook.com/108176148964667,null,null,null,Near Choudhary Market,"Saraswati Nagar, Kayar Road",null,Kayar,Rajasthan,305023,India,IN,clinic,null,null,Dental clinic offering comprehensive dental care and advanced treatment services.,null,null,"[""dentistry"",""familyMedicine""]","[""Provides ceramic crowns and bridges fixing"",""Performs root canal treatment (RCT)"",""Provides cast partial denture""]","[""Wheel chair accessible entrance and exit""]","[""Comprehensive dental care and advanced treatment services"",""Operates a dental office""]",null,1,TRUE,TRUE,null,2024-12-25,0,21,10,null,26.51408768,74.68365479
Dr.Kamal's Dental Clinic Diva,"[""+919125925025"",""+917383779724""]",+917383779724,drkamalsdc@gmail.com,"[""https://www.mappls.com/place-dr+kamal+s+dental+clinic-shop+4-mumbra+devi+arcade+building-mumbra+devi+colony+road-sadhguru+nagar-diva-kalyan-maharashtra-400612-A0NJ61@zdata=MTkuMTg2NjUxKzczLjA0Njc4NSsxNytBME5KNjErK25yed"",""https://www.facebook.com/106968768668109"",""https://www.justdial.com/Thane/DrKamals-Dental-Clinic-Near-Bharat-Bank-Diva/022PXX22-XX22-220308194508-G8F5_BZDET"",""https://www.eka.care/doctor/dr-kamal-shrivastav-dentist-thane"",""https://linktr.ee/DrkamalsDC"",""https://www.sulekha.com/dr-kamal-s-dental-clinic-diva-thane-contact-address"",""https://www.justdial.com/Thane/Dr-Kamals-Dental-Clinic-Mumbra-Devi-Colony-Diva/022PXX22-XX22-220812181725-L5I1_BZDET"",""https://www.facebook.com/DrkamalsDC/""]",https://linktr.ee/DrkamalsDC,null,https://www.facebook.com/106968768668109,null,null,null,"Shop No 4, Mumbradevi Arcade Building","Near Bharat Bank, Mumbra Devi Colony Road",Mumbra Devi Colony,Diva,Maharashtra,400612,India,IN,clinic,private,null,"Elevate your smile, redefine your confidence. Dr.Kamal's Dental Clinic in Diva: Pain-free artistry, precision care, transformative results.",null,null,"[""familyMedicine"",""orthodontics"",""dentoalveolarSurgery"",""aestheticDentistry"",""oralAndMaxillofacialSurgery"",""dentistry"",""endodontics""]","[""Composite bonding"",""Dental screening and prophylaxis"",""Dental consultation"",""Orthodontic alignment"",""Performs surgical wisdom tooth removal"",""Dental implant fixing"",""Provides cosmetic veneers"",""Provides teeth whitening"",""Root canal treatment (RCT)"",""Provides routine dental cleaning""]",null,"[""Spoken language: English."",""Provides in-clinic visits."",""Languages spoken: English, Hindi, Marathi"",""Has 1 employee on staff"",""Serves teens, adults, and senior citizens"",""Location: Thane, Maharashtra, India."",""5 years of healthcare experience"",""Led by Dr. Kamal Shrivastav"",""Specialization: Dentist"",""Family-oriented dental practice"",""Operates as an outpatient dental clinic in Thane"",""Offers online consultations and online appointment booking via Eka Care."",""Accepts cash, UPI, Visa/Master Card/Rupay, PhonePe, Amazon Pay, Paytm, MobiKwik, JioMoney"",""Located in Diva, Thane, Maharashtra"",""Has 3 years of experience"",""Dr Kamal's Dental Clinic specializes in dentistry (Dentist)."",""Outpatient dental clinic""]",null,6,TRUE,FALSE,null,null,null,null,null,null,19.18665314,73.04678345
Dr.Kashmira's Physiotherapy Clinic,"[""+919619754643""]",null,null,"[""http://drkashmirasphysiotherapyclinic.com/"",""https://www.facebook.com/101799655353824""]",http://drkashmirasphysiotherapyclinic.com/,null,https://www.facebook.com/101799655353824,null,null,null,Dosti Vihar,null,null,Thane,Maharashtra,200014,India,IN,clinic,private,null,null,null,null,"[""familyMedicine"",""physicalMedicineAndRehabilitation""]",[],[],[],null,1,FALSE,null,null,null,null,388,386,null,19.21494675,72.95851135
Dr.Kathiravan - Iniya Specialty Clinic,"[""+919840683481""]",+919840683481,kathirdr@gmail.com,"[""iniyaclinic-drkathiravan.co.in"",""https://www.facebook.com/105060508369539"",""http://iniyaclinic-drkathiravan.co.in/""]",iniyaclinic-drkathiravan.co.in,null,https://www.facebook.com/105060508369539,null,null,null,"122, Mettukuppam Main Road",Near Amma Unavagam,Maduravoyal,Chennai,Tamil Nadu,600095,India,IN,clinic,null,null,"Dr. Kathiravan MD(Gen Med), CCDiab, CCEBDM",null,null,"[""endocrinologyAndDiabetesAndMetabolism"",""familyMedicine"",""internalMedicine""]",null,null,null,null,1,TRUE,FALSE,null,2023-04-30,null,183,177,null,13.06531239,80.17462158
Dr.Kaushal's-Thirty 2 Dental Center,"[""+914442602239""]",+914442602239,drkaush@gmail.com,"[""https://www.facebook.com/Dentist.Dentalclinic.painlessprocedures/""]",null,null,https://www.facebook.com/113654817754333,null,null,null,962 Poonamallee High Road,U Mohan Rau Memorial Hospital(basement),null,Chennai,Tamil Nadu,null,India,IN,clinic,private,null,"Over 45 years in the field of dentistry, Thirty 2 Dental adapts all procedures of dentistry under one roof imbibing the latest technology and practices with a team of talented dentists that deliver personalized care.",null,null,"[""familyMedicine"",""dentistry"",""orthodontics""]",null,null,"[""Adopts the latest technology and practices in dentistry"",""Has over 45 years of experience in dentistry"",""Provides all dental procedures under one roof"",""Specializes in orthodontics""]",null,1,TRUE,FALSE,null,null,null,167,null,null,23.24134445,75.9375
Dr.Kaustubh Dindorkar's Brain & Spine Surgery Clinic,"[""+918048034133""]",+918048034133,dindorkarneuro@gmail.com,"[""https://www.drkaustubhdindorkar.com/pages//"",""https://www.lybrate.com/pune/doctor/dr-kaustubh-dindorkar-neurosurgeon"",""https://www.drkaustubhdindorkar.com/"",""drkaustubhdindorkar.com"",""https://www.practo.com/pune/clinic/brain-spine-surgery-clinic-erandwane"",""https://www.docindia.org/doctors/pune/dr-kaustubh-dindorkar-neurosurgery""]",drkaustubhdindorkar.com,null,https://www.facebook.com/448288312179014,null,null,null,"301, Sanskruti Shilp",Off Karve Road,Erandwane,Pune,Maharashtra,411004,India,IN,clinic,private,null,"Neurosurgery (Brain Surgery) Clinic in Erandwane, Pune. The clinic is visited by neurosurgeon Dr. Kaustubh Dindorkar. Services include Brain Tumor Treatment, Spinal Diseases, Pediatric Neurosurgery, Spinal Cord Tumors and Vascular Surgery.",1,null,"[""spineNeurosurgery"",""vascularSurgery"",""familyMedicine"",""neurosurgery"",""pediatricNeurosurgery""]","[""Performs surgery for trigeminal neuralgia"",""Provides pediatric neurosurgery"",""Vascular Neurosurgical Disorders"",""Performs brain and spine trauma surgery"",""Brain Tumor Treatment"",""Surgery for Brain & Spine Trauma involves operative management for traumatic brain/spine injuries when indicated"",""Endoscopic pituitary tumor surgery"",""Endoscopic Pituitary Tumor Surgery"",""Pediatric Neurosurgery"",""Performs brain tumor surgery"",""Traumatic and Degenerative Spinal Surgical Disorders"",""Brain tumor surgery employing intra-operative neuro-monitoring and Cavitron Ultrasonic Surgical Aspirator (CUSA)"",""Performs spine surgery"",""Spinal Diseases"",""Surgery for Trigeminal Neuralgia involves placing a small teflon pledlet under the offended nerve to relieve compression by a blood vessel"",""Pediatric neurosurgery including endoscopic third ventriculostomy"",""Spinal Dysraphism Disorders (Tethered Cord, Split Cord, Meningomyelocoele)"",""Performs endonasal surgery for tumors"",""Performs vascular surgery"",""Spinal Cord Tumors"",""Complex Skull Base and Posterior Fossa Tumors""]","[""CUSA (Cavitron Ultrasonic Surgical Aspirator) used for tumor removal"",""Intra-operative neuro-monitoring equipment used during brain tumor surgery""]","[""Dr. Kaustubh Dindorkar is the neurosurgeon on staff with 32 years of experience"",""Special expertise in brain tumors, vascular neurosurgical disorders, complex skull base and posterior fossa tumors, and trigeminal neuralgia"",""Special interest in spinal cord tumors, traumatic and degenerative spinal surgical disorders"",""Pediatric neurosurgery including endoscopic third ventriculostomy"",""Specializes in Neurosurgery and Spine Surgery"",""Provides services for spinal diseases"",""Dr. Kaustubh Dindorkar holds MBBS, MS - General Surgery, DNB - Neurosurgery, MCh - Neuro Surgery"",""Video consultation is available"",""Neurosurgery (Brain Surgery) Clinic in Erandwane, Pune"",""Operates two clinics in Pune, Maharashtra: Erandwane (Dr.Kaustubh Dindorkar's Brain & Spine Surgery Clinic) and Satara Road (Parkhi's Clinic)"",""Dr. Kaustubh Dindorkar has 29 years of experience in neurosurgery and spine surgery"",""Offers Pediatric Neurosurgery"",""Endoscopic pituitary tumor surgery"",""Operates outpatient clinics in Pune, Maharashtra""]",null,5,TRUE,TRUE,null,null,null,null,null,null,18.51113701,73.83444214
Dr.Khairnars Smile Care Clinic,"[""+919850285169""]",+919850285169,babasahebkhairnar@gmail.com,"[""drkhairnarssmilecare.com"",""https://www.facebook.com/155751941621779"",""https://www.drkhairnarssmilecare.com/""]",drkhairnarssmilecare.com,null,https://www.facebook.com/155751941621779,null,null,null,Vinchur Road,Tuljabhavani Complex,null,Yeola,Maharashtra,422305,India,IN,clinic,private,null,"Smile care clinic is taking all preventive precautions to minimise spread of Covid19. We care for your healthy and long lasting smile. Located on Vinchur Road, Tuljabhavani Complex, Yeola, Yeola, Maharashtra, India.",null,null,"[""familyMedicine""]",[],[],[],null,1,FALSE,null,null,null,null,599,588,null,20.06970596,74.28041077
Dr.Khan's Advanced Hair Transplant Center,"[""+919703131989"",""+919052996410""]",+919703131989,hairtransplantcenterhyderabad@gmail.com,"[""https://www.facebook.com/drkhanshairtransplanthyd/"",""drkhanshairtransplant.com"",""http://www.drkhanshairtransplant.com/"",""https://www.facebook.com/138428422994561""]",drkhanshairtransplant.com,null,https://www.facebook.com/138428422994561,null,null,null,Road Number 1,Banjara Hills,null,Hyderabad,Telangana,500034,India,IN,clinic,private,null,Hair Replacement Service,null,null,"[""familyMedicine"",""proceduralDermatology"",""hairAndNailDisorders""]","[""Offers hair replacement service.""]",[],[],null,1,TRUE,null,null,2024-08-14,null,283,276,null,17.41187096,78.43948364
"Dr.khan's Homoeopathy, Jahangirabad","[""+919479737134""]",+919479737134,null,"[""https://www.facebook.com/1751050645109162"",""https://www.ohohomeopathy.com/homeopath/drkhans-homoeopathy-jahangirabad-bhopal.php""]",null,null,https://www.facebook.com/1751050645109162,null,null,null,"14,dr.khan's Building,neelam Colony Behind Rose Parlour",Jahangirabad,null,Bhopal,Madhya Pradesh,462008,India,IN,clinic,private,null,"Jahangirabad based Dr.khan's Homoeopathy is a reputed homeopathy clinic run by renowned homoeopathy doctors. We treat all health problems including Hair Fall, Skin, Respiratory, Stomach Disorders, Infertility, Chronic Diseases, Psychological, Gastric Ailments, and much more. We render the best treatments in Jahangirabad for a host of Women and Children-related ailments as well.",null,null,"[""pediatrics"",""reproductiveEndocrinologyAndInfertility"",""dermatology"",""pulmonology"",""urology"",""familyMedicine"",""gastroenterology"",""gynecologyAndObstetrics"",""chronicDiseasePreventionAndLifestyleMedicine"",""psychiatry"",""headacheMedicine"",""endocrinologyAndDiabetesAndMetabolism""]","[""Migraine Treatment"",""Psoriasis Treatment"",""Thyroid Treatment"",""Vitiligo Treatment"",""Premature Ejaculation Treatment"",""Erectile Dysfunction Treatment"",""PCOS Treatment"",""Skin Treatment"",""Hair Fall Treatment"",""Eczema Treatment"",""Sexual Health Treatment""]",[],[],null,4,TRUE,null,null,null,null,null,null,null,23.25390434,77.41285706
Dr.Konika's Homoeo Clinic,"[""+919818869591""]",+919818869591,null,"[""https://www.facebook.com/1380536798936796""]",null,null,https://www.facebook.com/1380536798936796,null,null,null,"Apex Healthcare, S 236, Basement, Gk 2",null,null,New Delhi,Delhi,110004,India,IN,clinic,private,null,"Dr.Konika, ExConsultant Homoeopathic Physician at Asian Hospital with 17 years of vast clinical experience.",null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,28.61042976,77.20418549
Dr.Kurian Thomas Asthama Allergy Clinic,"[""+914872333433""]",null,null,"[""https://www.indiamart.com/dr-kurian-thomas-asthama-allergy-clinic/sitenavigation.html""]",null,null,https://www.facebook.com/131119541085217,null,null,null,26/218 Mylipadam Chembukavu Chembukkav,null,null,Thrissur,Kerala,680020,India,IN,clinic,null,null,Pulmonologist Services; allergy asthma treatment; Paediatric Plummonologist Doctors,null,null,"[""familyMedicine"",""pulmonology"",""allergyAndImmunology"",""pediatricPulmonology""]","[""Offers allergy and asthma treatment"",""Provides paediatric pulmonologist doctors"",""Offers pulmonologist services""]",[],"[""Specializes in asthma and allergy care""]",null,3,TRUE,FALSE,null,null,null,null,null,null,10.52731133,76.22138977
Dr.M.B.Jain'sUltrasonography and color doppler centre,"[""+915622850444""]",+915622850444,null,"[""https://www.facebook.com/549299461790291""]",null,null,https://www.facebook.com/549299461790291,null,null,null,2-3 Sarkar Market,Delhi Gate,null,Agra,Uttar Pradesh,282002,India,IN,hospital,null,null,Ultrasonography and color Doppler centre,null,null,"[""internalMedicine"",""radiology""]","[""Ultrasonography"",""Color Doppler ultrasonography""]","[""Ultrasound imaging equipment with color Doppler capability""]","[""Offers 24/7 imaging services"",""Specializes in ultrasonography and color Doppler imaging""]",null,1,null,null,null,2019-10-20,null,87,81,null,27.19793892,78.00032043
Dr.M.Chowdhury's Polyclinic and Dental Laboratory,"[""+919800487143""]",+919800487143,null,"[""https://www.facebook.com/1734724130120675"",""https://www.mappls.com/7pvvni""]",null,null,https://www.facebook.com/1734724130120675,null,null,null,"7,rafi Ahmed Kidwai Rd","R A K, Esplanade, 1st Floor",null,Kolkata,West Bengal,700014,India,IN,clinic,private,null,"Consultant Dental surgeon: Dr. S. Pahari (B.D.S.,M.D.S) Specialist in Prosthodontic and crown & bridge",null,null,"[""pathology"",""familyMedicine"",""dentistry""]",null,null,"[""Operates a pathology and diagnostic laboratory at Dr M Chowdhurys Poly Clinic and Dental Laboratory""]",null,null,null,FALSE,null,null,null,null,null,null,22.56110764,88.35816193
"Dr.madhusudan Joshi, Hema Clinic in Gangavathi","[""+919449241453""]",+919449241453,null,"[""https://et.cybo.com/IN-biz/dr-madhusudan-joshi-hema-clinic"",""https://www.ohohomeopathy.com/homeopathy/homeopathy-doctors-in-gangavathi-karnataka.php""]",null,null,https://www.facebook.com/883482688492147,null,null,null,"Pathanwadi, 2-ward",null,null,Gangavathi,Karnataka,583227,India,IN,clinic,private,null,Speciality - Homeopathy Doctor; Medicine - Homeopathy,1,null,"[""familyMedicine""]",[],[],"[""ISIC code 8610"",""Located in Gangavathi, Karnataka, India"",""Category: Hospital care (Haiglaravi)""]",null,4,TRUE,TRUE,null,null,null,null,null,null,15.42880058,76.52836609
Dr.Malkunje's Advanced Implant & Maxillofacial Surgery Centre,"[""+917775863777"",""+917755863777""]",+917755863777,laxmanmalkunje@gmail.com,"[""https://www.facebook.com/171855007015289"",""https://puneoralsurgeon.com/"",""puneoralsurgeon.com""]",puneoralsurgeon.com,null,https://www.facebook.com/171855007015289,null,null,null,Deccan Multispeciality Hardikar Hospital,Shivajinagar,null,Pune,Maharashtra,411005,India,IN,clinic,private,null,Oral and Maxillofacial advance surgical unit in Pune.,null,null,"[""oralAndMaxillofacialSurgery"",""familyMedicine""]",[],[],"[""Affiliated with Deccan Multispeciality Hardikar Hospital, Shivajinagar, Pune"",""Oral and Maxillofacial advanced surgical unit based in Pune, India"",""Organizes immediate functional loading cortico-basal implantology workshops""]",null,1,TRUE,null,null,null,null,1400,981,null,18.53050232,73.84762573
Dr.Mallan's Dental Implant And T M J Centre,"[""+919446522637""]",+919446522637,mallansdentalclinic2637@gmail.com,"[""drmallansimplantclinic.wordpress.com"",""https://wordpress.com/pages/drmallansimplantclinic.wordpress.com"",""https://www.facebook.com/drmallansdentalimplants/"",""https://www.facebook.com/377925642765151""]",drmallansimplantclinic.wordpress.com,null,https://www.facebook.com/377925642765151,null,null,null,S.l.puram,null,null,Cherthala,Kerala,688582,India,IN,dentist,private,null,"Oral, dental, Zygoma implants and TMJ",null,null,"[""dentistry"",""TMJSurgery""]","[""Performs dental implant procedures including zygoma implants"",""Provides TMJ treatment""]",null,"[""Offers dental implants including zygoma implants and TMJ treatments"",""Cosmetic dentistry""]",null,1,FALSE,null,null,2022-06-05,1,537,531,null,9.622093201,76.32212067
Dr.Mallena's Dental Hospital Mehdipatnam Branch,"[""09866326498""]",null,null,"[""http://www.mallena.tk/VASU"",""https://www.clinic4all.com/india/hyderabad/company/dr-mallena-s-dental-hospital-mehdipatnam-branch""]",http://www.mallena.tk/VASU,1970,null,null,null,null,Mehdipatnam Road,10-3-91,null,Hyderabad,Telangana,500028,India,IN,clinic,null,null,"Dr. Mallena's Dental Hospital Mehdipatnam Branch is located on Mehdipatnam Road in Hyderabad, Telangana. Established in 1970, it offers routine check-ups, advanced cosmetic dentistry, and specialized treatments for various dental issues. The clinic emphasizes preventive care, patient comfort, and has a long-standing presence in Hyderabad.",null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,17.39711761,78.44328308
Dr.Manav's dental clinic,"[""+917296939909""]",+917296939909,dr.manavsdentalclinic@gmail.com,"[""https://www.facebook.com/dr.manav.dentalclinic/"",""https://www.facebook.com/102534468331175""]",null,null,https://www.facebook.com/102534468331175,null,null,null,"Ambika City Market, Padampur Road",null,null,Sri Ganganagar,Rajasthan,null,India,IN,clinic,private,null,Contact us for best and latest dental treatments and other services.,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,29.91252327,73.85059357
"Dr.Mandal,Bhubaneswar Hospital","[""+919861294371""]",+919861294371,drdeviprasadmandal@gmail.com,"[""drmandal.co.in"",""https://www.facebook.com/112518255224596"",""http://www.drmandal.co.in/""]",drmandal.co.in,null,https://www.facebook.com/112518255224596,null,null,null,"Hig 52, Saileshree Vihar",null,null,Bhubaneswar,Odisha,751016,India,IN,hospital,private,null,Dentist & Dental Office led by Dr. Devi Prasad Mandal MDS (Oral Pathologist),null,null,"[""internalMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,20.33386612,85.80973816
Dr.Mandale's Dental Clinic,"[""+918975397951""]",+918975397951,drmandaledentalclinic@gmail.com,"[""https://www.facebook.com/837465063081015"",""https://www.justdial.com/Deolali/Drmandales-Dental-Clinic-Opp-Hotel-Shanghai-Deolali-Bazar/0253PX253-X253-171207200007-A3H2_BZDET""]",null,null,https://www.facebook.com/837465063081015,null,null,null,"643, Dr.mandale's Dental Clinic","Sadar Bazar, B/h Pratik Medical","Masjid Road, Deolali Camp",Nashik,Maharashtra,422401,India,IN,clinic,null,null,null,null,null,"[""endodontics"",""dentistry"",""familyMedicine"",""prosthodontics""]","[""Provides fixed prosthodontics"",""Offers laser dentistry"",""Performs root canal treatment (RCT)""]","[""Dental chair with attached equipment visible in clinic interior photos (dental operatory setup)""]","[""Located in Nashik, Maharashtra, India"",""Always open""]",null,1,TRUE,FALSE,null,null,null,510,506,null,19.90238953,73.82798767
Dr.Mandeep's Dental World,"[""+917508329028""]",+917508329028,mandeepdentalworld@gmail.com,"[""https://www.facebook.com/307836816071095"",""phagwaradentist.com"",""https://www.bharatibiz.com/preet-clinical-laboratory_2p-098150-68452"",""http://www.phagwaradentist.com/"",""https://drmandeepsdentalworld.com/"",""https://drmandeepsdentalworld.com/about.php""]",phagwaradentist.com,null,https://www.facebook.com/307836816071095,null,null,null,Banga Road,Opp Pcr Office,null,Phagwara,Punjab,144400,India,IN,clinic,private,null,"affordable, multispecialty Dental clinic located in Phagwara, (Punjab) India",null,null,"[""radiology"",""familyMedicine"",""orthodontics"",""prosthodontics"",""cosmeticDentistry"",""periodontics"",""endodontics"",""dentistry""]","[""Offers complete denture prosthesis"",""Dental Implants"",""Periodontics"",""Digital Xray"",""Offers teeth whitening"",""Offers orthodontic treatment"",""Offers complete denture services"",""Offers dental bridge work"",""Offers crown and bridge treatment"",""Orthodontics"",""Teeth Whitening"",""Crown and Bridge"",""Offers dental implants"",""Offers periodontic treatment"",""Offers root canal treatment"",""Offers digital X-ray imaging""]","[""Digital X-ray imaging system"",""Digital X-ray system""]","[""Multispecialty dental clinic"",""Uses the latest dental equipment and materials"",""Provides dental implants, orthodontics, teeth whitening, crown and bridge, and periodontics services"",""Located in Phagwara, Punjab, India"",""Emphasizes hygiene and sterilization of dental instruments"",""Multispecialty dental clinic offering implants, orthodontics, teeth whitening, crown and bridge, and periodontics"",""Offers affordable dental care"",""Uses branded dental materials such as 3M ESPE, Ivoclar Vivadent, API, GDC, Septodent"",""Owned by Dr. Mandeep Singh"",""Offers cosmetic, implant, orthodontic, preventive and conventional dentistry""]",null,0,TRUE,TRUE,null,null,null,0,0,0,31.21927071,75.7782135
Dr.Manish Deshpande's-Bhaskar Diabetic Centre - Thane,"[""+919702794222""]",+919702794222,drmanishbd@yahoo.com,"[""http://kaleurology.com/"",""https://www.facebook.com/bhaskar.diabetic.centre.thane/"",""bhaskarclinic.com"",""https://www.facebook.com/1892185421111978"",""http://www.bhaskarclinic.com/""]",bhaskarclinic.com,null,https://www.facebook.com/1892185421111978,null,null,null,Ghodabandar Road,"Solus, Behind Bayer, Hiranandani Business Park",Hiranandani Estate Thane West,Thane,Maharashtra,400607,India,IN,clinic,private,null,A comprehensive management for all Diabetic patients,null,null,"[""urology"",""familyMedicine"",""andrologyAndMaleFertility"",""endocrinologyAndDiabetesAndMetabolism""]",null,null,"[""Provides comprehensive management for diabetic patients""]",null,1,TRUE,TRUE,null,null,null,784,762,null,19.26166153,72.98505402
Dr.mary's Homoeo Care,"[""+916235471782""]",+916235471782,dr.maryshomoeocare@gmail.com,"[""https://g.page/r/CaHvs4QBlS8YEAE"",""https://www.ohohomeopathy.com/homeopathy/homeopathy-clinics-in-mavelikara-kerala.php"",""https://www.facebook.com/Dr.Marys/"",""https://www.facebook.com/101651748233428"",""https://www.justdial.com/Alappuzha/Dr-Marys-Homoeo-Care-Near-Maruti-Showroom-Cherukol/0477PX477-X477-200510162040-E8U1_BZDET/reviews""]",https://g.page/r/CaHvs4QBlS8YEAE,null,https://www.facebook.com/101651748233428,null,null,null,Cherukole Ayyappa Temple Road,Cherukole,Cherukol,Cherukole,Kerala,690104,India,IN,clinic,private,null,Speciality - Homeopathy Clinic; Medicine - Homeopathy,null,null,"[""familyMedicine""]",[],[],"[""Has 26 reviews with a 5.0 rating"",""Listed among Top 5 Homeopathy Clinics in Mavelikara"",""Speciality - Homeopathy Clinic; Medicine - Homeopathy"",""Located in Cherukole, Mavelikara, Kerala"",""Offers online appointment booking"",""Operates as a homeopathy clinic""]",null,4,TRUE,null,null,null,null,null,null,null,9.266102791,76.5398407
Dr.MCN Plastic Surgery Clinic,"[""+916383610038""]",+916383610038,dr.choundappan@mcnplasticsurgery.com,"[""https://www.facebook.com/107250578705934"",""mcnplasticsurgery.com"",""https://www.facebook.com/p/DrMCN-Plastic-Surgery-Clinic-100083178076731/"",""http://www.mcnplasticsurgery.com/""]",mcnplasticsurgery.com,null,https://www.facebook.com/107250578705934,null,null,null,"Barioss Clinic, Railway Feeder Road",null,null,Palayamkottai,Tamil Nadu,628907,India,IN,clinic,null,null,Premier destination for Plastic Surgery in Tirunelveli.,null,null,"[""plasticSurgery"",""familyMedicine""]",[],[],"[""Plastic surgery clinic operating in Tirunelveli, Tamil Nadu, India."",""Open 24/7.""]",2022-10-18,1,TRUE,null,null,2022-10-18,null,2,0,0,9.145486832,78.17871094
Dr.Mehtas Cosmetic and Laser Clinic,"[""+917383172036""]",+917383172036,null,"[""https://www.justdial.com/Baramati/DrMehtas-Cosmetic-and-Laser-Clinic-Near-Deshpande-Hospital-Kasba/9999P2112-2112-191210001231-M9M5_BZDET/reviews""]",null,null,https://www.facebook.com/100771852091920,null,null,null,"Ashoknagar, Near Deshpande Hospital, Kasba",null,null,Baramati,Maharashtra,413102,India,IN,clinic,null,null,null,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,18.15585899,74.58410645
Dr.Mithun'S Diagnostic Centre,"[""+918056634666"",""+18056634666""]",+18056634666,drmithunsdiagnostics@gmail.com,"[""https://drmithuns-diagnostic-centre.business.site/?m=true"",""https://www.justdial.com/Madurai/DrMithunS-Diagnostic-Centre-Near-Bajaj-Auto-Showroom-Swami-Vivekananda-Nagar/0452PX452-X452-230109224915-L6S7_BZDET"",""drmithuns-diagnostic-centre.business.site"",""https://www.facebook.com/107068355330589"",""https://www.facebook.com/101887322594617""]",drmithuns-diagnostic-centre.business.site,null,https://www.facebook.com/107068355330589,null,null,null,"48, Swami Vivekananda Nagar, K.pudur, Near Bajaj Auto Showroom, 120 Feet Road",Near Bajaj Auto Showroom,null,Madurai,Tamil Nadu,625007,India,IN,clinic,private,null,"Pathology labs and diagnostic centre in Madurai, Tamil Nadu.",null,null,"[""familyMedicine""]",null,null,null,null,1,TRUE,null,null,null,null,2,1,null,9.954432487,78.15539551
Dr.Mittal's Homoeo Medi Clinic,"[""+919878041230""]",+919878041230,mhcbti@gmail.com,"[""https://www.facebook.com/341033939330920""]",null,null,https://www.facebook.com/341033939330920,null,null,null,"Street Num 15, Parinda Road",Near 100 Feet Road Bus Stop,null,Bathinda,Punjab,151001,India,IN,hospital,null,null,Most advanced Homeopathic hospital.,null,null,"[""internalMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,30.21881866,74.95452118
